904;  0  1 35.702946;  -77  3 56.60834;   4.78 
1305; 11 48 45.082577;  -26 44 59.19790;   5.10 
445; 11 50 41.719090;  +1 45 52.98961;   3.59 
446; 11 51  8.691779;  -45 10 24.48749;   4.47 
1307; 11 52 58.768785;  +37 43  7.23527;   6.42 
447; 11 53 49.838788;  +53 41 41.11909;   2.41 
1309; 11 56  0.953307;  -17  9  2.97928;   5.17 
449; 12  3 39.571687;  -42 26  2.60738;   5.15 
1642; 12  4 28.114018;  +85 35 13.67630;   6.27 
450; 12  5 12.539906;  +8 43 58.67022;   4.12 
451; 12  5 15.117253;  +76 54 20.64756;   5.78 
453; 12 10  7.480715;  -22 37 11.15248;   3.02 
1314; 12 14 43.409697;  +53 26  4.65812;   6.18 
455; 12 15  8.715941;  -58 44 56.13722;   2.79 
456; 12 15 25.560327;  +57  1 57.42297;   3.32 
457; 12 15 48.370356;  -17 32 30.94957;   2.58 
459; 12 18 20.822875;  -79 18 44.05252;   4.24 
1316; 12 19 48.710270;  +48 59  2.93127;   5.28 
1317; 12 20 20.981182;  +3 18 45.26143;   4.97 
1319; 12 25 18.410694;  -27 44 56.39968;   6.09 
461; 12 25 50.938582;  +39  1  7.02698;   5.01 
463; 12 26 51.689817;  -32 49 48.42835;   5.56 
464; 12 28  2.382223;  -50 13 50.28560;   3.91 
1320; 12 28 22.466372;  -39  2 28.21040;   5.45 
466; 12 29 43.239443;  +20 53 45.98860;   5.68 
468; 12 31  9.959342;  -57  6 47.55918;   1.59 
469; 12 32 28.014407;  -72  7 58.75752;   3.84 
1321; 12 33 34.259499;  -12 49 48.73345;   5.58 
1322; 12 33 38.919663;  +33 14 51.29893;   5.42 
471; 12 34 23.235556;  -23 23 48.33236;   2.65 
1324; 12 36 47.354288;  -5 49 54.83365;   5.88 
475; 12 39 14.767094;  -7 59 44.02424;   4.66 
1325; 12 41 22.985438;  -46  8 44.09662;   5.84 
478; 12 41 33.910079;  +62 42 46.94371;   6.02 
1326; 12 41 53.056220;  +10 14  8.24602;   4.88 
479; 12 44  0.531468;  -28 19 26.24520;   5.46 
1327; 12 45  7.826253;  +45 26 24.92280;   5.42 
1330; 12 47 51.412778;  +3 34 21.77529;   6.42 
1329; 12 47 53.645526;  -24 51  5.96657;   6.43 
1332; 12 51 41.920030;  +27 32 26.57167;   4.93 
1333; 12 52 12.257147;  +17  4 26.19207;   6.32 
482; 12 53 26.197893;  -40 10 43.93161;   4.25 
1335; 12 54 21.160179;  -9 32 20.36528;   4.77 
486; 12 55 28.548796;  +65 26 18.50812;   5.23 
484; 12 55 36.208953;  +3 23 50.88899;   3.39 
488; 13  2 10.597636;  +10 57 32.93795;   2.85 
1337; 13  5 44.437621;  +35 47 56.03757;   5.20 
1340; 13  7 38.284119;  -53 27 35.15294;   5.70 
491; 13 10  3.216401;  +38 29 56.32908;   5.91 
492; 13 11 52.394001;  +27 52 41.45128;   4.23 
1342; 13 16 53.134085;  -31 30 22.30333;   5.10 
494; 13 17 32.540509;  +40 34 21.39112;   4.72 
1344; 13 17 36.282517;  +5 28 11.54670;   4.78 
1345; 13 18 24.315347;  -18 18 40.30926;   4.74 
495; 13 18 55.295617;  -23 10 17.45620;   2.99 
1346; 13 20 18.951137;  +40  9  1.97041;   5.60 
496; 13 20 35.817086;  -36 42 44.24885;   2.75 
1348; 13 26 43.167349;  -12 42 27.58515;   5.27 
1350; 13 28 18.753107;  +31  8 57.23634;   6.94 
1349; 13 28 25.808840;  +13 46 43.63596;   4.97 
1351; 13 34  7.930757;  +3 39 32.28830;   4.92 
501; 13 34 41.589513;  -0 35 44.97253;   3.38 
1353; 13 35 14.098838;  +44 11 49.36213;   6.83 
1352; 13 35 31.296528;  -5 23 46.28503;   5.70 
505; 13 37 10.987695;  +71 14 32.10352;   5.50 
503; 13 39 11.996655;  -75 41  1.64056;   6.32 
1665; 13 40 55.479452;  -85 47  9.76000;   5.56 
1355; 13 41 36.775196;  -8 42 10.73883;   5.03 
1643; 13 42 23.099724;  +82 45  8.67331;   5.92 
1356; 13 42 56.110038;  -56 46  4.69310;   6.00 
1357; 13 44 29.827082;  -16 10 44.65864;   5.55 
509; 13 47 32.436473;  +49 18 47.76548;   1.85 
1359; 13 49 44.154647;  +8 24 31.09545;   6.60 
510; 13 49 52.283013;  -18  8  3.00911;   4.96 
1360; 13 56 10.459868;  +32  1 57.35010;   6.31 
514; 13 57 38.883726;  -63 41 12.10381;   4.71 
515; 13 58 31.146286;  -24 58 20.10948;   5.20 
1361; 14  0  0.120765;  -25  0 37.45539;   5.77 
517; 14  1 10.480639;  +27 23 11.73536;   6.23 
516; 14  1 38.793388;  +1 32 40.31438;   4.23 
1364; 14  3 27.468148;  -41 25 24.04164;   6.08 
1365; 14  4 26.980372;  -14 58 18.13422;   6.35 
1366; 14  6 17.771958;  -8 53 29.82568;   6.54 
519; 14  6 22.297363;  -26 40 56.49911;   3.25 
520; 14  6 40.948649;  -36 22 11.83533;   2.06 
1368; 14  7 55.755635;  +43 51 16.02868;   5.13 
523; 14 12 53.745120;  -10 16 25.33196;   4.18 
525; 14 16  0.877428;  -6  0  2.07290;   4.07 
527; 14 16 23.018390;  +46  5 17.90168;   4.18 
1372; 14 19 16.279506;  +13  0 15.48614;   5.41 
529; 14 20 19.542605;  -56 23 11.39031;   4.30 
1374; 14 23 25.624764;  -11 42 50.55009;   6.22 
1375; 14 24 11.344527;  +5 49 12.46885;   5.10 
1376; 14 24 48.625254;  -24 48 22.71472;   5.34 
530; 14 25  6.326789;  -68 11 43.19608;   5.56 
1377; 14 26  8.224032;  -45 13 17.12101;   4.56 
1378; 14 26 27.364803;  +19 13 36.83784;   5.40 
536; 14 31 42.810893;  +60 13 32.28780;   6.26 
1380; 14 34 40.817079;  +29 44 42.46202;   4.47 
537; 14 35 30.423854;  -42  9 28.16799;   2.33 
540; 14 38 50.226058;  +44 24 16.20343;   5.39 
1382; 14 41 43.520436;  +11 39 38.37896;   5.55 
545; 14 43  3.625335;  -5 39 29.51701;   3.87 
1383; 14 43 25.362771;  +26 31 40.27004;   4.80 
544; 14 43 39.439175;  -35 10 25.16734;   4.06 
1384; 14 45 13.711898;  +32 47 18.03910;   6.27 
547; 14 46 14.923988;  +1 53 34.36473;   3.73 
1385; 14 47 44.806220;  -26  5 15.00535;   5.23 
542; 14 47 51.710384;  -79  2 41.10408;   3.83 
1386; 14 49  6.742774;  +37 48 40.24636;   6.15 
1644; 14 50 20.420349;  +82 30 43.00103;   5.63 
550; 14 50 42.326694;  +74  9 19.81356;   2.07 
549; 14 51 26.436532;  +59 17 38.35101;   5.48 
1388; 14 53 39.816494;  +6 14 30.46923;   6.63 
551; 14 56 13.229864;  +14 26 46.54837;   5.90 
1390; 14 56 46.113032;  -11 24 34.94752;   5.48 
1392; 14 57  3.594184;  +21 33 19.50510;   6.50 
552; 14 58 31.926475;  -43  8  2.25494;   2.68 
555; 15  1 56.762180;  +40 23 26.03721;   3.49 
556; 15  4  4.214091;  -25 16 55.07031;   3.25 
557; 15  4 26.742799;  +26 56 51.53076;   4.52 
1397; 15  6 16.717191;  +54 33 22.74291;   5.24 
1396; 15  7 18.066006;  +24 52  9.10130;   4.93 
1399; 15 14 37.319737;  -31 31  8.83573;   4.91 
565; 15 14 38.339452;  +67 20 48.20295;   5.15 
564; 15 17  0.414109;  -9 22 58.49598;   2.61 
561; 15 17 30.850267;  -58 48  4.34868;   4.07 
560; 15 18 54.581803;  -68 40 46.36032;   2.87 
569; 15 20 43.714547;  +71 50  2.46455;   3.00 
1404; 15 22 57.057805;  -26 41 19.54222;   6.53 
1405; 15 23  1.784219;  -15  8  2.51036;   6.46 
1403; 15 23  9.350115;  -36 51 30.56038;   4.54 
1406; 15 23 43.710187;  -1  1 20.59041;   6.11 
571; 15 24 55.774848;  +58 57 57.82802;   3.29 
570; 15 25 47.396890;  +15 25 40.93518;   5.16 
1407; 15 28 15.407989;  -16 42 59.34117;   5.64 
1408; 15 30 55.433484;  +8 34 44.72787;   6.57 
573; 15 30 55.758857;  +40 49 58.97141;   5.04 
1409; 15 34 10.701669;  -10  3 52.30649;   4.61 
1410; 15 36 12.099671;  -44 23 48.56627;   5.44 
574; 15 36 43.222724;  -66 19  1.33349;   4.11 
580; 15 37 49.597767;  +40 21 12.36394;   5.25 
1666; 15 43 16.927166;  -84 27 54.98852;   5.57 
1645; 15 43 27.112748;  +82 56 50.13941;   7.45 
590; 15 44  3.519828;  +77 47 40.18168;   4.29 
587; 15 46 40.005544;  +62 35 58.40706;   5.19 
584; 15 48 44.376468;  +18  8 29.63281;   4.09 
588; 15 50 48.965556;  +4 28 39.83011;   3.71 
1414; 15 51 13.931747;  +35 39 26.57464;   4.79 
591; 15 56 27.182537;  +15 39 41.81559;   3.85 
595; 15 57 47.441610;  +54 44 59.15127;   4.96 
1417; 15 58 11.368258;  -14 16 45.68587;   4.95 
1418; 15 59 30.265834;  -41 44 39.96914;   4.99 
1420; 16  0 47.632433;  -8 24 40.87915;   5.53 
1422; 16  9 11.207230;  +6 22 43.31298;   5.93 
606; 16 10 49.525326;  +75 52 39.22206;   5.48 
603; 16 14 20.739864;  -3 41 39.57039;   2.73 
1425; 16 16 16.720316;  +23  7 21.81314;   6.57 
1424; 16 20 20.808342;  -78 41 44.67946;   4.68 
1427; 16 22  4.348403;  +1  1 44.55465;   4.82 
614; 16 24 25.338147;  +55 12 18.34294;   5.75 
619; 16 27 59.013021;  +68 46  5.29850;   4.94 
623; 16 30 38.800291;  +77 26 47.46232;   6.35 
1431; 16 31 22.933490;  -34 42 15.71896;   4.24 
1432; 16 32 25.682235;  +60 49 23.95573;   5.92 
611; 16 33 27.084985;  -78 53 49.73082;   3.86 
620; 16 35 52.952623;  -28 12 57.65567;   2.82 
1433; 16 36 21.449797;  -2 19 28.51315;   5.77 
622; 16 37  9.537201;  -10 34  1.52270;   2.54 
624; 16 41 34.382947;  -17 44 31.80687;   4.91 
626; 16 42 53.765108;  +38 55 20.11587;   3.48 
625; 16 48 39.895199;  -69  1 39.78035;   1.91 
1437; 16 49 34.980702;  -21 51  8.39674;   7.28 
628; 16 50  9.812230;  -34 17 35.62733;   2.29 
1440; 16 51 45.261868;  +24 39 23.15965;   5.03 
629; 16 52  4.850370;  +14 58 27.16789;   6.51 
1441; 16 52 58.058060;  +31 42  6.02398;   5.34 
1442; 16 54  0.471584;  +10  9 55.29238;   4.39 
633; 16 57 40.097137;  +9 22 30.10900;   3.19 
1444; 16 58 17.939605;  -50 38 28.26539;   5.53 
631; 16 58 37.211615;  -55 59 24.51145;   3.12 
632; 16 59 35.047978;  -53  9 37.58335;   4.06 
921; 17  0 58.515319;  -86 21 51.47171;   6.05 
1445; 17  1  3.601942;  -4 13 21.50871;   4.82 
1446; 17  1 36.361069;  +33 34  5.77479;   5.27 
1448; 17  5  4.942905;  +43 48 44.05400;   6.45 
635; 17  5 22.690047;  +12 44 26.97693;   4.89 
1447; 17  6 53.224265;  -26 30 46.87344;   6.26 
1449; 17  8 14.854612;  -17 36 32.58250;   5.98 
1450; 17  9 47.950014;  -10 31 23.88129;   5.43 
1451; 17 11 45.239105;  +7 53 41.14242;   6.34 
638; 17 12  9.193339;  -43 14 21.08064;   3.32 
643; 17 15  2.834366;  +36 48 32.98409;   3.16 
1452; 17 17  3.645668;  -32 39 46.22563;   5.53 
1456; 17 20 39.567276;  +32 28  3.87145;   5.38 
645; 17 25 17.988229;  -55 31 47.58278;   2.84 
1458; 17 25 57.875873;  -1 39  6.40098;   6.44 
1457; 17 26 22.215977;  -24 10 31.11293;   4.16 
1459; 17 26 30.880834;  +4  8 25.29701;   4.34 
650; 17 26 44.241914;  +48 15 36.21995;   5.83 
646; 17 27 21.274945;  -29 52  1.32635;   4.28 
1460; 17 30 44.309850;  +26  6 38.32322;   4.41 
649; 17 30 45.836068;  -37 17 44.92277;   2.70 
1455; 17 31 27.462843;  -80 51 32.88180;   5.83 
659; 17 31 57.868416;  +68  8  6.08946;   5.07 
913; 17 32 13.003426;  +86 35 11.26027;   4.35 
1462; 17 33  7.257549;  +41 14 36.41863;   5.72 
660; 17 42 29.274875;  -39  1 47.93463;   2.39 
1463; 17 43 25.793849;  -21 40 59.49505;   4.86 
665; 17 43 28.352350;  +4 34  2.29455;   2.76 
662; 17 44  8.703599;  -51 50  2.59479;   5.12 
661; 17 45 43.987853;  -64 43 25.93886;   3.61 
1464; 17 47 33.624029;  -27 49 50.82919;   4.53 
668; 17 47 53.560291;  +2 42 26.20086;   3.75 
1465; 17 48 24.768404;  +20 33 55.59071;   5.69 
675; 17 49 27.032761;  +76 57 46.37050;   5.02 
1466; 17 50  9.245777;  +9 50 53.77917;   6.74 
671; 17 53 31.728797;  +56 52 21.51040;   3.73 
1467; 17 54 57.672875;  -7 44  2.20319;   6.92 
672; 17 56 15.180609;  +37 15  1.93535;   3.86 
674; 17 57 45.885526;  +29 14 52.36787;   3.70 
673; 17 59  1.592643;  -9 46 25.07767;   3.32 
1469; 18  0  3.415901;  +16 45  3.30971;   4.67 
1470; 18  1 23.122314;  -17  9 24.72156;   6.27 
679; 18  5 48.487302;  -30 25 26.75986;   2.98 
1471; 18  6 37.870815;  -50  5 29.31995;   3.65 
1472; 18  9 43.379842;  -13 56  3.96831;   6.38 
685; 18 13 53.831673;  +64 23 50.22460;   4.99 
684; 18 15 38.777409;  +42  9 33.63891;   5.56 
1474; 18 17  7.532472;  -56  1 24.06396;   5.36 
1477; 18 19 51.709677;  +36  3 52.37053;   4.33 
688; 18 21 18.600610;  -2 53 55.77297;   3.23 
690; 18 23 41.889614;  +21 46 11.11091;   3.85 
691; 18 26 58.416281;  -45 58  6.45398;   3.49 
692; 18 27 58.240162;  -25 25 18.11728;   2.82 
696; 18 29 11.853101;  -14 33 56.92749;   4.67 
1480; 18 29 40.980067;  -1 59  7.10618;   5.38 
700; 18 29 44.965845;  +77 32 49.45156;   5.65 
1481; 18 31  4.448998;  +16 55 42.80110;   5.76 
697; 18 33 30.185728;  -42 18 45.03594;   4.62 
1483; 18 33 47.662713;  +46 13  8.94849;   6.73 
1482; 18 35 12.427316;  -8 14 38.65371;   3.85 
699; 18 36 56.336939;  +38 47  1.28333;   0.03 
1487; 18 45 39.387171;  -26 59 26.80676;   3.17 
1488; 18 46  4.479915;  +26 39 43.66631;   4.83 
704; 18 52 13.035085;  -62 11 15.33749;   4.22 
922; 18 54 47.134880;  -87 36 21.04511;   5.29 
706; 18 55 15.925348;  -26 17 48.21343;   2.05 
711; 18 55 20.101611;  +43 56 45.92312;   4.08 
1495; 18 55 31.005953;  -16 22 35.88575;   5.56 
708; 18 58 27.767386;  -52 56 19.06634;   4.85 
717; 19  6 14.938934;  -4 52 57.19964;   3.43 
1498; 19  6 37.734373;  +28 37 42.94341;   5.53 
718; 19  9 28.341356;  -37 54 16.10704;   4.11 
723; 19 12 33.300012;  +67 39 41.54377;   3.07 
1500; 19 12 40.711927;  -7 56 22.26004;   5.35 
724; 19 16 22.094365;  +38  8  1.44151;   4.35 
1499; 19 16 22.410662;  -75 48  0.36183;   6.61 
726; 19 17  6.167994;  +53 22  6.45278;   3.80 
725; 19 17 48.998975;  +11 35 43.52394;   5.28 
1501; 19 19 39.993748;  -35 25 17.22815;   5.59 
734; 19 21 40.304599;  +79 36 10.15713;   6.06 
728; 19 23 53.175635;  -40 36 57.37963;   3.96 
1503; 19 24 58.199985;  +11 56 39.89409;   5.17 
1507; 19 25 46.765538;  +58  1 38.36062;   6.60 
1506; 19 25 56.620250;  +44 55 50.69684;   6.68 
731; 19 26 56.482056;  -29 44 35.61179;   5.66 
1504; 19 27 48.116874;  -54 19 30.98423;   5.70 
1508; 19 28 42.329907;  +24 39 53.66048;   4.44 
733; 19 29 42.358314;  +51 43 47.20500;   3.76 
1509; 19 30 39.836617;  -2 47 19.99232;   5.03 
1510; 19 31 46.321902;  +34 27 10.68587;   4.74 
735; 19 35 12.987012;  -48  5 57.12031;   4.88 
737; 19 36 53.448761;  -7  1 38.92236;   4.93 
1513; 19 41  2.938843;  +17 28 33.75990;   4.39 
740; 19 44 16.605165;  +37 21 15.68130;   4.89 
1516; 19 46  1.218605;  -31 54 30.87161;   5.51 
741; 19 46 15.579299;  +10 36 47.74421;   2.72 
1517; 19 46 21.739353;  -19 45 40.00574;   4.87 
739; 19 48  1.197879;  -56 21 45.39605;   5.33 
746; 19 52 28.368826;  +1  0 20.37782;   3.87 
1519; 19 53 18.735570;  -3  6 52.06395;   5.63 
1518; 19 54 40.441800;  -61 10 14.84906;   6.21 
1520; 19 55 15.693865;  -41 52  5.79681;   4.12 
1667; 19 56  1.696306;  -81 20 59.42435;   6.39 
752; 19 58 45.427893;  +19 29 31.73116;   3.51 
1647; 19 59 20.059114;  +84 40  7.11469;   6.80 
748; 20  0 35.553156;  -72 54 37.81549;   3.97 
753; 20  2 39.481018;  -27 42 35.43295;   4.43 
1524; 20  4  8.315196;  +7 16 40.67127;   5.51 
755; 20  7 23.155601;  -52 52 50.84379;   4.93 
754; 20  8 43.608910;  -66 10 55.44927;   3.55 
1525; 20  9 25.619097;  +36 50 22.63890;   4.93 
758; 20 13 23.865995;  +56 34  3.79613;   4.28 
1526; 20 14 16.619125;  +15 11 51.39602;   4.94 
760; 20 16 47.086301;  +24 40 15.96103;   5.30 
1529; 20 18  1.396968;  -21 48 35.84889;   5.86 
1528; 20 18 55.978920;  -47 42 38.79732;   6.28 
1530; 20 20 51.897989;  -35 40 25.22873;   6.46 
1531; 20 23 10.693510;  +5 20 34.74146;   5.30 
1535; 20 29 20.390252;  +36 27 17.02217;   5.90 
1534; 20 29 23.735584;  +30 22  6.79914;   4.01 
1533; 20 29 39.000263;  -2 53  7.90652;   4.91 
1538; 20 30  0.717482;  +72 31 54.13864;   6.23 
768; 20 33 12.771070;  +11 18 11.79400;   4.03 
1537; 20 33 59.923676;  +4 53 55.18862;   6.42 
773; 20 40  2.944286;  -18  8 19.17022;   5.15 
1540; 20 40 19.828038;  -33 25 54.63271;   5.47 
777; 20 41 25.914917;  +45 16 49.21305;   1.25 
1668; 20 42 33.907511;  -84 24 25.59912;   6.94 
915; 20 42 35.234969;  +82 31 52.16903;   5.75 
776; 20 44  2.334127;  -51 55 15.49501;   4.51 
775; 20 44 57.494223;  -66 12 11.56632;   3.42 
779; 20 46  5.732488;  -25 16 15.23372;   4.13 
1544; 20 46 21.204648;  +52 59 43.07590;   6.34 
781; 20 47 40.551852;  -9 29 44.79405;   3.78 
1543; 20 47 44.238172;  -5  1 39.71989;   4.43 
1545; 20 49 17.237994;  -0 33 48.01156;   6.24 
1546; 20 51 49.290536;  -26 55  8.86581;   4.12 
786; 20 54 33.637263;  +28  3 27.45106;   5.03 
1548; 20 57 40.645077;  -16  1 53.54266;   5.89 
1549; 20 58 16.351189;  +22 19 33.26883;   5.30 
789; 21  0 33.841343;  -4 43 48.93580;   6.21 
790; 21  2 57.953856;  -38 37 53.20090;   5.32 
795; 21  5 29.264863;  +78  7 35.01344;   5.91 
1552; 21  5 56.829074;  -17 13 58.29994;   4.08 
1553; 21  6 33.420591;  -0  6 18.05463;   6.92 
923; 21  8 46.847558;  -88 57 23.39507;   5.45 
794; 21  9 35.648384;  -11 22 18.09238;   4.50 
1554; 21 13 20.510720;  -70  7 34.56371;   5.06 
1557; 21 17 52.542953;  -48 43  5.75046;   6.54 
801; 21 17 56.284946;  -32 10 21.15200;   4.71 
803; 21 18 34.772960;  +62 35  8.06843;   2.45 
1561; 21 22 14.796246;  -16 50  4.35195;   4.28 
1563; 21 26 15.440723;  -54 39 37.65215;   6.10 
805; 21 26 26.605598;  -65 21 58.31248;   4.21 
1564; 21 28 24.838705;  +8 11 44.34116;   6.39 
807; 21 29 26.949950;  +46 32 26.10251;   5.22 
1567; 21 33 23.517329;  -44 50 55.32551;   5.57 
1568; 21 33 58.852982;  +45 35 30.61312;   3.98 
1570; 21 37 45.430309;  +19 19  6.99348;   5.46 
817; 21 41 55.290694;  +71 18 41.11722;   4.55 
815; 21 44 11.157424;  +9 52 30.03511;   2.38 
1572; 21 45 26.925364;  +61  7 14.90002;   4.25 
1571; 21 45 44.513229;  +35 51 26.31851;   6.44 
818; 21 46 32.097477;  -11 21 57.43961;   5.57 
1574; 21 47 13.962755;  +2 41 10.04724;   5.63 
1573; 21 48 15.751402;  -47 18 13.01216;   5.57 
1576; 21 51 24.606686;  -23 16 14.23654;   6.85 
823; 21 53  3.769329;  +25 55 30.48919;   5.09 
1577; 21 53 17.770733;  -13 33  6.37161;   5.08 
1579; 21 56 23.985039;  +21 14 23.49854;   6.39 
1580; 21 58 54.985604;  -4 22 23.19171;   6.24 
825; 22  3 21.658220;  -56 47  9.50610;   4.69 
830; 22  5  0.498174;  +62 47  8.41620;   5.27 
827; 22  5 47.036217;  -0 19 11.45784;   2.95 
1581; 22  6  6.885102;  -39 32 36.06504;   4.47 
828; 22  6 26.230115;  -13 52 10.84238;   4.29 
837; 22  9 48.430974;  +72 20 28.34018;   4.79 
835; 22  9 59.243224;  +33 10 41.59397;   4.28 
836; 22 10 51.277332;  +58 12  4.54302;   3.39 
838; 22 14 18.751162;  -27 46  0.86542;   5.45 
1582; 22 14 38.220586;  -15 49  6.71434;   6.55 
840; 22 16 50.036983;  -7 46 59.84309;   4.17 
839; 22 20  1.676018;  -80 26 23.09126;   5.09 
843; 22 21 31.074891;  +12 12 18.66999;   4.82 
1584; 22 21 35.568976;  -21 35 53.62534;   5.12 
1585; 22 25 16.622993;  +1 22 38.63660;   4.80 
1586; 22 25 40.699497;  +18 26 39.52468;   6.26 
1587; 22 28 37.671894;  -67 29 20.61422;   5.56 
1588; 22 29  7.982565;  +9  7 44.52598;   5.60 
1589; 22 29 10.227337;  +26 45 47.51948;   5.79 
1593; 22 29 52.977981;  +78 49 27.42905;   5.45 
1670; 22 31 37.523824;  -85 58  2.10820;   5.76 
1594; 22 32 16.228162;  +76 13 35.19570;   5.70 
849; 22 34 41.636518;  -20 42 29.57094;   5.21 
850; 22 35 21.381349;  -0  7  2.99106;   4.04 
851; 22 35 46.134797;  +73 38 35.46885;   5.08 
1595; 22 37 45.380648;  -4 13 40.99694;   5.04 
853; 22 38 39.052073;  +63 35  4.08985;   5.19 
852; 22 39 15.678726;  +39  3  0.97500;   4.89 
855; 22 41 27.720872;  +10 49 52.90742;   3.41 
856; 22 42 40.050033;  -46 53  4.47682;   2.07 
1669; 22 45 30.250624;  -88 49  5.85912;   6.55 
1596; 22 45 28.176333;  +19 21 59.61106;   6.27 
859; 22 46 31.878787;  +23 33 56.36141;   3.97 
1598; 22 47 29.755277;  -1 47 19.62968;   7.44 
1597; 22 47 33.123837;  -19 36 48.14599;   5.24 
860; 22 48 33.297241;  -51 19  0.72360;   3.49 
861; 22 49 35.501717;  -13 35 33.46964;   4.05 
863; 22 49 40.816896;  +66 12  1.46835;   3.50 
862; 22 50  0.193554;  +24 36  5.69685;   3.51 
1599; 22 51  2.159648;  -39  9 24.60441;   5.43 
1649; 22 54 24.966995;  +84 20 46.23299;   4.70 
865; 22 54 39.482754;  -70  4 25.35042;   6.04 
1600; 22 55  2.647201;  +37  4 36.57609;   5.91 
870; 23  3 46.457819;  +28  4 58.03739;   2.44 
1602; 23  3 52.613485;  +3 49 12.16343;   4.48 
871; 23  4 45.654086;  +15 12 18.96094;   2.49 
1603; 23  7  0.260585;  +9 24 34.17006;   4.54 
1604; 23  7 45.384045;  +49 17 44.79182;   5.68 
873; 23  9 26.795908;  -21 10 20.68319;   3.68 
1606; 23 11 44.189756;  +8 43 12.41627;   5.15 
875; 23 13 16.975950;  +57 10  6.07829;   5.57 
876; 23 16 57.687241;  -62  0  4.30947;   5.64 
878; 23 17  9.937761;  +3 16 56.24053;   3.70 
879; 23 18 49.439687;  -32 31 55.25670;   4.41 
880; 23 20 38.243382;  +23 44 25.22547;   4.58 
1610; 23 20 53.264975;  +38 10 56.37816;   5.77 
1611; 23 21 15.498939;  -26 59 12.36437;   5.65 
1612; 23 22 58.226621;  -20  6  2.09370;   3.96 
882; 23 24 50.261329;  +62 16 58.11551;   4.96 
1613; 23 24 50.832021;  +32 23  5.57520;   5.56 
881; 23 25 22.783650;  +23 24 14.76255;   4.42 
883; 23 26 36.577238;  -52 43 17.77904;   5.53 
884; 23 26 55.956486;  +1 15 20.17990;   4.95 
1614; 23 27 58.094688;  +6 22 44.37304;   4.27 
925; 23 28  3.792156;  -87 28 55.96467;   5.50 
1615; 23 29  2.218956;  +16  0 45.16561;   7.11 
886; 23 32 58.254409;  -37 49  5.82268;   4.38 
1616; 23 34 37.537081;  +40 14 11.18716;   5.55 
888; 23 35 32.072063;  -7 27 51.94974;   6.40 
889; 23 37 50.994426;  -45 29 32.46349;   4.74 
891; 23 38  8.201406;  +43 16  5.06497;   4.29 
892; 23 39 57.041163;  +5 37 34.65360;   4.13 
1618; 23 40 38.148948;  -32  4 23.25127;   5.30 
1620; 23 42  2.805668;  +1 46 48.14525;   4.49 
1621; 23 44 12.079225;  -18 16 36.98038;   5.24 
895; 23 47 54.771099;  +67 48 24.51466;   5.05 
1623; 23 47 56.542020;  -2 45 41.75046;   5.49 
1624; 23 49 25.960764;  -21 36 50.29794;   7.01 
897; 23 50 14.730220;  -9 58 26.89199;   5.93 
898; 23 52 29.288079;  +19  7 13.02844;   5.06 
899; 23 54 23.033253;  +57 29 57.77975;   4.51 
1626; 23 54 38.621429;  -40 18  0.22280;   6.03 
1650; 23 56 27.801465;  +83 11 28.01488;   6.57 
1628; 23 56 41.501325;  +22 38 53.13451;   6.18 
901; 23 58 55.778607;  -52 44 44.89998;   5.13 
902; 23 59 18.690225;  +6 51 47.94804;   4.03 
903; 23 59 54.978537;  -65 34 37.67638;   4.49 
